source,category,name,stem,extension,relative_path,size_bytes,duration_seconds,tags
400 Sounds Pack,Match Three,match_synth_4.wav,match_synth_4,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Match Three/match_synth_4.wav,414656,2.35,match_three
400 Sounds Pack,Match Three,match_synth_5.wav,match_synth_5,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Match Three/match_synth_5.wav,399708,2.266,match_three
400 Sounds Pack,Match Three,match_synth_6.wav,match_synth_6,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Match Three/match_synth_6.wav,404156,2.291,match_three
400 Sounds Pack,Match Three,match_synth_7.wav,match_synth_7,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Match Three/match_synth_7.wav,401180,2.274,match_three
400 Sounds Pack,Match Three,match_synth_8.wav,match_synth_8,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Match Three/match_synth_8.wav,399080,2.262,match_three
400 Sounds Pack,Match Three,match_synth_9.wav,match_synth_9,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Match Three/match_synth_9.wav,395128,2.24,match_three
400 Sounds Pack,Match Three,match_xylophone_1.wav,match_xylophone_1,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Match Three/match_xylophone_1.wav,190040,1.077,match_three
400 Sounds Pack,Match Three,match_xylophone_10_MAX.wav,match_xylophone_10_MAX,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Match Three/match_xylophone_10_MAX.wav,188912,1.071,match_three
400 Sounds Pack,Match Three,match_xylophone_2.wav,match_xylophone_2,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Match Three/match_xylophone_2.wav,187140,1.061,match_three
400 Sounds Pack,Match Three,match_xylophone_3.wav,match_xylophone_3,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Match Three/match_xylophone_3.wav,188912,1.071,match_three
400 Sounds Pack,Match Three,match_xylophone_4.wav,match_xylophone_4,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Match Three/match_xylophone_4.wav,182508,1.034,match_three
400 Sounds Pack,Match Three,match_xylophone_5.wav,match_xylophone_5,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Match Three/match_xylophone_5.wav,177648,1.007,match_three
400 Sounds Pack,Match Three,match_xylophone_6.wav,match_xylophone_6,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Match Three/match_xylophone_6.wav,162760,0.922,match_three
400 Sounds Pack,Match Three,match_xylophone_7.wav,match_xylophone_7,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Match Three/match_xylophone_7.wav,147552,0.836,match_three
400 Sounds Pack,Match Three,match_xylophone_8.wav,match_xylophone_8,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Match Three/match_xylophone_8.wav,157304,0.891,match_three
400 Sounds Pack,Match Three,match_xylophone_9.wav,match_xylophone_9,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Match Three/match_xylophone_9.wav,148048,0.839,match_three
400 Sounds Pack,Materials,aluminium_can_pick_up.wav,aluminium_can_pick_up,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Materials/aluminium_can_pick_up.wav,77868,0.441,materials
400 Sounds Pack,Materials,aluminium_can_place.wav,aluminium_can_place,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Materials/aluminium_can_place.wav,90156,0.511,materials
400 Sounds Pack,Materials,bamboo_drop.wav,bamboo_drop,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Materials/bamboo_drop.wav,54316,0.308,materials
400 Sounds Pack,Materials,cardboard_box_close.wav,cardboard_box_close,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Materials/cardboard_box_close.wav,206892,1.173,materials
400 Sounds Pack,Materials,cardboard_drop.wav,cardboard_drop,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Materials/cardboard_drop.wav,167980,0.952,materials
400 Sounds Pack,Materials,cardboard_hit.wav,cardboard_hit,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Materials/cardboard_hit.wav,120876,0.685,hit_enemy|hit_player
400 Sounds Pack,Materials,cardboard_pick_up.wav,cardboard_pick_up,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Materials/cardboard_pick_up.wav,182316,1.033,materials
400 Sounds Pack,Materials,cardboard_push.wav,cardboard_push,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Materials/cardboard_push.wav,233516,1.324,materials
400 Sounds Pack,Materials,cardboard_tear.wav,cardboard_tear,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Materials/cardboard_tear.wav,200748,1.138,materials
400 Sounds Pack,Materials,ceramic_jar_close.wav,ceramic_jar_close,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Materials/ceramic_jar_close.wav,98348,0.557,materials
400 Sounds Pack,Materials,ceramic_jar_open.wav,ceramic_jar_open,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Materials/ceramic_jar_open.wav,79916,0.453,materials
400 Sounds Pack,Materials,clothing_1.wav,clothing_1,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Materials/clothing_1.wav,215084,1.219,shop
400 Sounds Pack,Materials,clothing_2.wav,clothing_2,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Materials/clothing_2.wav,264236,1.498,shop
400 Sounds Pack,Materials,clothing_thud.wav,clothing_thud,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Materials/clothing_thud.wav,116780,0.662,hit_enemy|shop
400 Sounds Pack,Materials,concrete_scrape.wav,concrete_scrape,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Materials/concrete_scrape.wav,152108,0.862,materials
400 Sounds Pack,Materials,cork_stabbed.wav,cork_stabbed,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Materials/cork_stabbed.wav,60460,0.342,attack
400 Sounds Pack,Materials,glass_ping_big.wav,glass_ping_big,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Materials/glass_ping_big.wav,206892,1.173,materials
400 Sounds Pack,Materials,glass_ping_small.wav,glass_ping_small,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Materials/glass_ping_small.wav,118828,0.673,materials
400 Sounds Pack,Materials,metal_blunt_tap.wav,metal_blunt_tap,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Materials/metal_blunt_tap.wav,73772,0.418,machine|shop
400 Sounds Pack,Materials,metal_clang.wav,metal_clang,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Materials/metal_clang.wav,104492,0.592,machine|shop
400 Sounds Pack,Materials,paper_move.wav,paper_move,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Materials/paper_move.wav,114732,0.65,shop
400 Sounds Pack,Materials,paper_scrunch.wav,paper_scrunch,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Materials/paper_scrunch.wav,178220,1.01,footstep|hit_enemy|shop
400 Sounds Pack,Materials,paper_sort.wav,paper_sort,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Materials/paper_sort.wav,206892,1.173,shop
400 Sounds Pack,Materials,paper_tear_1.wav,paper_tear_1,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Materials/paper_tear_1.wav,153644,0.871,shop
400 Sounds Pack,Materials,paper_tear_2.wav,paper_tear_2,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Materials/paper_tear_2.wav,217132,1.231,shop
400 Sounds Pack,Materials,pottery_clang.wav,pottery_clang,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Materials/pottery_clang.wav,98348,0.557,materials
400 Sounds Pack,Materials,stone_push_long.wav,stone_push_long,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Materials/stone_push_long.wav,438316,2.485,footstep
400 Sounds Pack,Materials,stone_push_medium.wav,stone_push_medium,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Materials/stone_push_medium.wav,307244,1.741,footstep
400 Sounds Pack,Materials,stone_push_short.wav,stone_push_short,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Materials/stone_push_short.wav,163884,0.929,footstep
400 Sounds Pack,Materials,wood_small_drop.wav,wood_small_drop,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Materials/wood_small_drop.wav,94252,0.534,footstep|shop
400 Sounds Pack,Materials,wood_small_gather.wav,wood_small_gather,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Materials/wood_small_gather.wav,147500,0.836,footstep|shop
400 Sounds Pack,Materials,wood_small_hollow.wav,wood_small_hollow,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Materials/wood_small_hollow.wav,79916,0.453,footstep|shop
400 Sounds Pack,Materials,wood_small_pickup.wav,wood_small_pickup,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Materials/wood_small_pickup.wav,98348,0.557,footstep|loot|shop
400 Sounds Pack,Musical Effects,8_bit_chime_positive.wav,8_bit_chime_positive,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/8_bit_chime_positive.wav,54612,0.309,musical_effects
400 Sounds Pack,Musical Effects,8_bit_chime_quick.wav,8_bit_chime_quick,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/8_bit_chime_quick.wav,66604,0.377,ui
400 Sounds Pack,Musical Effects,8_bit_defeated.wav,8_bit_defeated,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/8_bit_defeated.wav,543132,3.079,musical_effects
400 Sounds Pack,Musical Effects,8_bit_inn.wav,8_bit_inn,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/8_bit_inn.wav,521044,2.954,musical_effects
400 Sounds Pack,Musical Effects,8_bit_level_complete.wav,8_bit_level_complete,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/8_bit_level_complete.wav,545024,3.089,quest
400 Sounds Pack,Musical Effects,8_bit_level_start.wav,8_bit_level_start,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/8_bit_level_start.wav,367524,2.083,quest
400 Sounds Pack,Musical Effects,8_bit_mystery.wav,8_bit_mystery,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/8_bit_mystery.wav,213632,1.211,musical_effects
400 Sounds Pack,Musical Effects,8_bit_negative.wav,8_bit_negative,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/8_bit_negative.wav,146444,0.83,musical_effects
400 Sounds Pack,Musical Effects,8_bit_negative_long.wav,8_bit_negative_long,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/8_bit_negative_long.wav,146060,0.828,musical_effects
400 Sounds Pack,Musical Effects,8_bit_negative_quick.wav,8_bit_negative_quick,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/8_bit_negative_quick.wav,66684,0.378,ui
400 Sounds Pack,Musical Effects,8_bit_positive_long.wav,8_bit_positive_long,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/8_bit_positive_long.wav,213596,1.211,musical_effects
400 Sounds Pack,Musical Effects,brass_chime_positive.wav,brass_chime_positive,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/brass_chime_positive.wav,70692,0.4,musical_effects
400 Sounds Pack,Musical Effects,brass_chime_quick.wav,brass_chime_quick,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/brass_chime_quick.wav,70424,0.399,ui
400 Sounds Pack,Musical Effects,brass_defeated.wav,brass_defeated,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/brass_defeated.wav,546884,3.1,musical_effects
400 Sounds Pack,Musical Effects,brass_inn.wav,brass_inn,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/brass_inn.wav,524888,2.975,musical_effects
400 Sounds Pack,Musical Effects,brass_level_complete.wav,brass_level_complete,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/brass_level_complete.wav,547204,3.102,quest
400 Sounds Pack,Musical Effects,brass_level_start.wav,brass_level_start,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/brass_level_start.wav,370376,2.099,quest
400 Sounds Pack,Musical Effects,brass_mystery.wav,brass_mystery,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/brass_mystery.wav,216360,1.226,musical_effects
400 Sounds Pack,Musical Effects,brass_negative.wav,brass_negative,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/brass_negative.wav,150408,0.852,musical_effects
400 Sounds Pack,Musical Effects,brass_negative_long.wav,brass_negative_long,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/brass_negative_long.wav,149812,0.849,musical_effects
400 Sounds Pack,Musical Effects,brass_negative_quick.wav,brass_negative_quick,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/brass_negative_quick.wav,70596,0.4,ui
400 Sounds Pack,Musical Effects,brass_positive_long.wav,brass_positive_long,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/brass_positive_long.wav,216568,1.227,musical_effects
400 Sounds Pack,Musical Effects,grand_piano_chime_positive.wav,grand_piano_chime_positive,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/grand_piano_chime_positive.wav,172672,0.979,musical_effects
400 Sounds Pack,Musical Effects,grand_piano_chime_quick.wav,grand_piano_chime_quick,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/grand_piano_chime_quick.wav,190308,1.079,ui
400 Sounds Pack,Musical Effects,grand_piano_defeated.wav,grand_piano_defeated,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/grand_piano_defeated.wav,686300,3.89,musical_effects
400 Sounds Pack,Musical Effects,grand_piano_inn.wav,grand_piano_inn,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/grand_piano_inn.wav,660060,3.742,musical_effects
400 Sounds Pack,Musical Effects,grand_piano_level_complete.wav,grand_piano_level_complete,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/grand_piano_level_complete.wav,667540,3.784,quest
400 Sounds Pack,Musical Effects,grand_piano_level_start.wav,grand_piano_level_start,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/grand_piano_level_start.wav,508340,2.881,quest
400 Sounds Pack,Musical Effects,grand_piano_mystery.wav,grand_piano_mystery,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/grand_piano_mystery.wav,352468,1.998,musical_effects
400 Sounds Pack,Musical Effects,grand_piano_negative.wav,grand_piano_negative,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/grand_piano_negative.wav,268020,1.519,musical_effects
400 Sounds Pack,Musical Effects,grand_piano_negative_long.wav,grand_piano_negative_long,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/grand_piano_negative_long.wav,289188,1.639,musical_effects
400 Sounds Pack,Musical Effects,grand_piano_negative_quick.wav,grand_piano_negative_quick,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/grand_piano_negative_quick.wav,195836,1.11,ui
400 Sounds Pack,Musical Effects,grand_piano_positive_long.wav,grand_piano_positive_long,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/grand_piano_positive_long.wav,342284,1.94,musical_effects
400 Sounds Pack,Musical Effects,harpsichord_chime_positive.wav,harpsichord_chime_positive,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/harpsichord_chime_positive.wav,201928,1.144,musical_effects
400 Sounds Pack,Musical Effects,harpsichord_chime_quick.wav,harpsichord_chime_quick,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/harpsichord_chime_quick.wav,188876,1.07,ui
400 Sounds Pack,Musical Effects,harpsichord_defeated.wav,harpsichord_defeated,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/harpsichord_defeated.wav,528844,2.998,musical_effects
400 Sounds Pack,Musical Effects,harpsichord_inn.wav,harpsichord_inn,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/harpsichord_inn.wav,638856,3.621,musical_effects
400 Sounds Pack,Musical Effects,harpsichord_level_complete.wav,harpsichord_level_complete,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/harpsichord_level_complete.wav,652212,3.697,quest
400 Sounds Pack,Musical Effects,harpsichord_level_start.wav,harpsichord_level_start,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/harpsichord_level_start.wav,462284,2.62,quest
400 Sounds Pack,Musical Effects,harpsichord_mystery.wav,harpsichord_mystery,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/harpsichord_mystery.wav,264088,1.497,musical_effects
400 Sounds Pack,Musical Effects,harpsichord_negative.wav,harpsichord_negative,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/harpsichord_negative.wav,255436,1.448,musical_effects
400 Sounds Pack,Musical Effects,harpsichord_negative_long.wav,harpsichord_negative_long,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/harpsichord_negative_long.wav,272748,1.546,musical_effects
400 Sounds Pack,Musical Effects,harpsichord_negative_quick.wav,harpsichord_negative_quick,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/harpsichord_negative_quick.wav,202116,1.146,ui
400 Sounds Pack,Musical Effects,harpsichord_positive_long.wav,harpsichord_positive_long,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/harpsichord_positive_long.wav,334796,1.898,musical_effects
400 Sounds Pack,Musical Effects,horror_sting.wav,horror_sting,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/horror_sting.wav,155244,0.88,musical_effects
400 Sounds Pack,Musical Effects,music_box_chime_positive.wav,music_box_chime_positive,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/music_box_chime_positive.wav,290384,1.646,musical_effects
400 Sounds Pack,Musical Effects,music_box_chime_quick.wav,music_box_chime_quick,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/music_box_chime_quick.wav,277072,1.57,ui
400 Sounds Pack,Musical Effects,music_box_defeated.wav,music_box_defeated,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/music_box_defeated.wav,617044,3.498,musical_effects
400 Sounds Pack,Musical Effects,music_box_inn.wav,music_box_inn,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/music_box_inn.wav,727124,4.122,musical_effects
400 Sounds Pack,Musical Effects,music_box_level_complete.wav,music_box_level_complete,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/music_box_level_complete.wav,740436,4.197,quest
400 Sounds Pack,Musical Effects,music_box_level_start.wav,music_box_level_start,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/music_box_level_start.wav,550484,3.12,quest
400 Sounds Pack,Musical Effects,music_box_mystery.wav,music_box_mystery,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/music_box_mystery.wav,352340,1.997,musical_effects
400 Sounds Pack,Musical Effects,music_box_negative.wav,music_box_negative,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/music_box_negative.wav,343636,1.948,musical_effects
400 Sounds Pack,Musical Effects,music_box_negative_long.wav,music_box_negative_long,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/music_box_negative_long.wav,361044,2.046,musical_effects
400 Sounds Pack,Musical Effects,music_box_negative_quick.wav,music_box_negative_quick,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/music_box_negative_quick.wav,290388,1.646,ui
400 Sounds Pack,Musical Effects,music_box_positive_long.wav,music_box_positive_long,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/music_box_positive_long.wav,422996,2.398,musical_effects
400 Sounds Pack,Musical Effects,sitar_chime_positive.wav,sitar_chime_positive,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/sitar_chime_positive.wav,236008,1.338,musical_effects
400 Sounds Pack,Musical Effects,sitar_chime_quick.wav,sitar_chime_quick,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/sitar_chime_quick.wav,222696,1.262,ui
400 Sounds Pack,Musical Effects,sitar_defeated.wav,sitar_defeated,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/sitar_defeated.wav,617044,3.498,musical_effects
400 Sounds Pack,Musical Effects,sitar_inn.wav,sitar_inn,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/sitar_inn.wav,726816,4.12,musical_effects
400 Sounds Pack,Musical Effects,sitar_level_complete.wav,sitar_level_complete,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/sitar_level_complete.wav,687188,3.895,quest
400 Sounds Pack,Musical Effects,sitar_level_start.wav,sitar_level_start,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/sitar_level_start.wav,550380,3.12,quest
400 Sounds Pack,Musical Effects,sitar_mystery.wav,sitar_mystery,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/sitar_mystery.wav,352296,1.997,musical_effects
400 Sounds Pack,Musical Effects,sitar_negative.wav,sitar_negative,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/sitar_negative.wav,293244,1.662,musical_effects
400 Sounds Pack,Musical Effects,sitar_negative_long.wav,sitar_negative_long,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/sitar_negative_long.wav,360940,2.046,musical_effects
400 Sounds Pack,Musical Effects,sitar_negative_quick.wav,sitar_negative_quick,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/sitar_negative_quick.wav,260312,1.475,ui
400 Sounds Pack,Musical Effects,sitar_positive_long.wav,sitar_positive_long,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/sitar_positive_long.wav,414640,2.35,musical_effects
400 Sounds Pack,Musical Effects,steel_drums_chime_positive.wav,steel_drums_chime_positive,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/steel_drums_chime_positive.wav,202152,1.146,musical_effects
400 Sounds Pack,Musical Effects,steel_drums_chime_quick.wav,steel_drums_chime_quick,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/steel_drums_chime_quick.wav,188840,1.07,ui
400 Sounds Pack,Musical Effects,steel_drums_defeated.wav,steel_drums_defeated,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/steel_drums_defeated.wav,528844,2.998,musical_effects
400 Sounds Pack,Musical Effects,steel_drums_inn.wav,steel_drums_inn,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/steel_drums_inn.wav,638900,3.622,musical_effects
400 Sounds Pack,Musical Effects,steel_drums_level_complete.wav,steel_drums_level_complete,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/steel_drums_level_complete.wav,652236,3.697,quest
400 Sounds Pack,Musical Effects,steel_drums_level_start.wav,steel_drums_level_start,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/steel_drums_level_start.wav,462284,2.62,quest
400 Sounds Pack,Musical Effects,steel_drums_mystery.wav,steel_drums_mystery,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/steel_drums_mystery.wav,264140,1.497,musical_effects
400 Sounds Pack,Musical Effects,steel_drums_negative.wav,steel_drums_negative,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/steel_drums_negative.wav,255412,1.448,musical_effects
400 Sounds Pack,Musical Effects,steel_drums_negative_long.wav,steel_drums_negative_long,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/steel_drums_negative_long.wav,272844,1.546,musical_effects
400 Sounds Pack,Musical Effects,steel_drums_negative_quick.wav,steel_drums_negative_quick,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/steel_drums_negative_quick.wav,202156,1.146,ui
400 Sounds Pack,Musical Effects,steel_drums_positive_long.wav,steel_drums_positive_long,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/steel_drums_positive_long.wav,334796,1.898,musical_effects
400 Sounds Pack,Musical Effects,synth_bass_chime_positive.wav,synth_bass_chime_positive,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/synth_bass_chime_positive.wav,88072,0.499,musical_effects
400 Sounds Pack,Musical Effects,synth_bass_chime_quick.wav,synth_bass_chime_quick,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/synth_bass_chime_quick.wav,87972,0.498,ui
400 Sounds Pack,Musical Effects,synth_bass_defeated.wav,synth_bass_defeated,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/synth_bass_defeated.wav,564476,3.2,musical_effects
400 Sounds Pack,Musical Effects,synth_bass_inn.wav,synth_bass_inn,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/synth_bass_inn.wav,542232,3.074,musical_effects
400 Sounds Pack,Musical Effects,synth_bass_level_complete.wav,synth_bass_level_complete,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/synth_bass_level_complete.wav,564776,3.201,quest
400 Sounds Pack,Musical Effects,synth_bass_level_start.wav,synth_bass_level_start,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/synth_bass_level_start.wav,387924,2.199,quest
400 Sounds Pack,Musical Effects,synth_bass_mystery.wav,synth_bass_mystery,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/synth_bass_mystery.wav,233688,1.325,musical_effects
400 Sounds Pack,Musical Effects,synth_bass_negative.wav,synth_bass_negative,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/synth_bass_negative.wav,167764,0.951,musical_effects
400 Sounds Pack,Musical Effects,synth_bass_negative_long.wav,synth_bass_negative_long,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/synth_bass_negative_long.wav,167204,0.948,musical_effects
400 Sounds Pack,Musical Effects,synth_bass_negative_quick.wav,synth_bass_negative_quick,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/synth_bass_negative_quick.wav,87956,0.498,ui
400 Sounds Pack,Musical Effects,synth_bass_positive_long.wav,synth_bass_positive_long,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/synth_bass_positive_long.wav,233932,1.326,musical_effects
400 Sounds Pack,Musical Effects,vibraphone_chime_positive.wav,vibraphone_chime_positive,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/vibraphone_chime_positive.wav,240864,1.365,musical_effects
400 Sounds Pack,Musical Effects,vibraphone_chime_quick.wav,vibraphone_chime_quick,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/vibraphone_chime_quick.wav,227552,1.29,ui
400 Sounds Pack,Musical Effects,vibraphone_defeated.wav,vibraphone_defeated,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/vibraphone_defeated.wav,577396,3.273,musical_effects
400 Sounds Pack,Musical Effects,vibraphone_inn.wav,vibraphone_inn,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/vibraphone_inn.wav,682276,3.868,musical_effects
400 Sounds Pack,Musical Effects,vibraphone_level_complete.wav,vibraphone_level_complete,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/vibraphone_level_complete.wav,698540,3.96,quest
